ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
648,Guest 00648,Male,25-04-1965,05-01-2021,Vacation,hotel booking sites,5,8,Passives,Gym,Facility,Very good,4
649,Guest 00649,Male,06-10-2000,05-11-2021,Vacation,Word of mouth,3,8,Passives,Staff attitude,Staff,Very good,4
650,Guest 00650,Female,08-08-1979,12-12-2022,Vacation,Word of mouth,2,6,Detractors,Check-in Process,Staff,Very good,4
651,Guest 00651,Female,22-11-1996,01-10-2020,Function,Word of mouth,4,9,Promoters,Room service,Room,Good,3
652,Guest 00652,Female,10-11-1987,26-01-2022,Function,Television advertisement,4,10,Promoters,Room cleanliness,Room,Average,2
653,Guest 00653,Female,22-01-2001,08-06-2022,Vacation,Word of mouth,5,3,Detractors,Food quality,Restaurant,Average,2
654,Guest 00654,Male,14-01-1998,01-01-2022,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Poor,1
655,Guest 00655,Male,02-07-1967,07-09-2021,Business,Organization,5,6,Detractors,Broadband & TV,Facility,Good,3
656,Guest 00656,Male,26-08-2006,05-09-2021,Business,Organization,5,10,Promoters,Gym,Facility,Excellent,5
657,Guest 00657,Male,16-12-1986,29-10-2020,Other,Internet advertisement,5,9,Promoters,Staff attitude,Staff,Excellent,5
658,Guest 00658,Female,03-08-1973,14-02-2021,Business,Organization,4,9,Promoters,Check-in Process,Staff,Excellent,5
659,Guest 00659,Female,25-05-1995,24-11-2021,Function,Word of mouth,4,7,Passives,Room service,Room,Very good,4
660,Guest 00660,Male,10-01-1999,03-07-2021,Function,Internet advertisement,5,9,Promoters,Room cleanliness,Room,Poor,1
661,Guest 00661,Female,05-08-2006,14-11-2021,Vacation,hotel booking sites,2,6,Detractors,Food quality,Restaurant,Average,2
662,Guest 00662,Female,12-07-1957,07-04-2020,Business,Organization,2,6,Detractors,Variety of food,Restaurant,Poor,1
663,Guest 00663,Male,28-08-1958,04-06-2021,Business,hotel booking sites,3,9,Promoters,Broadband & TV,Facility,Average,2
664,Guest 00664,Female,17-11-1964,19-07-2021,Function,News paper,5,9,Promoters,Gym,Facility,Excellent,5
665,Guest 00665,Female,30-12-1977,26-05-2020,Business,Organization,4,7,Passives,Staff attitude,Staff,Good,3
666,Guest 00666,Female,29-03-1999,03-12-2021,Vacation,Television advertisement,2,5,Detractors,Check-in Process,Staff,Good,3
667,Guest 00667,Male,05-09-1980,30-06-2021,Other,Search engine,3,9,Promoters,Room service,Room,Excellent,5
668,Guest 00668,Male,29-05-1978,17-01-2020,Vacation,Television advertisement,4,7,Passives,Room cleanliness,Room,Excellent,5
669,Guest 00669,Male,20-01-1983,04-04-2022,Business,Organization,4,8,Passives,Food quality,Restaurant,Good,3
670,Guest 00670,Male,17-08-1954,19-07-2020,Vacation,hotel booking sites,5,10,Promoters,Variety of food,Restaurant,Average,2
671,Guest 00671,Female,04-06-1956,27-01-2021,Function,Search engine,5,8,Passives,Broadband & TV,Facility,Average,2
672,Guest 00672,Female,08-05-1953,27-01-2021,Vacation,hotel booking sites,5,9,Promoters,Gym,Facility,Poor,1
673,Guest 00673,Female,15-11-1994,16-10-2022,Function,Internet advertisement,5,9,Promoters,Staff attitude,Staff,Very good,4
674,Guest 00674,Female,25-04-1973,04-04-2022,Function,Internet advertisement,5,9,Promoters,Check-in Process,Staff,Excellent,5
675,Guest 00675,Female,17-12-1990,16-01-2020,Vacation,Word of mouth,4,9,Promoters,Room service,Room,Excellent,5
676,Guest 00676,Male,05-06-1972,01-07-2020,Business,Organization,5,9,Promoters,Room cleanliness,Room,Excellent,5
677,Guest 00677,Male,24-08-1978,22-10-2022,Business,Organization,3,5,Detractors,Food quality,Restaurant,Very good,4
678,Guest 00678,Male,17-07-1957,08-04-2021,Business,Internet advertisement,2,9,Promoters,Variety of food,Restaurant,Average,2
679,Guest 00679,Male,29-07-1970,01-09-2022,Other,hotel booking sites,4,4,Detractors,Broadband & TV,Facility,Poor,1
680,Guest 00680,Female,28-01-1976,30-10-2021,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
681,Guest 00681,Male,12-06-1957,19-03-2022,Other,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Excellent,5
682,Guest 00682,Male,04-02-1996,05-10-2022,Vacation,Search engine,2,9,Promoters,Check-in Process,Staff,Good,3
683,Guest 00683,Male,01-09-1982,18-12-2021,Vacation,Internet advertisement,4,8,Passives,Room service,Room,Excellent,5
684,Guest 00684,Male,08-11-1969,17-12-2020,Business,Organization,5,7,Passives,Room cleanliness,Room,Excellent,5
685,Guest 00685,Male,28-04-2004,26-04-2020,Vacation,Television advertisement,4,10,Promoters,Food quality,Restaurant,Good,3
686,Guest 00686,Male,25-04-1983,14-09-2021,Other,Organization,1,10,Promoters,Variety of food,Restaurant,Average,2
687,Guest 00687,Male,03-02-1964,06-10-2021,Business,Organization,2,7,Passives,Broadband & TV,Facility,Poor,1
688,Guest 00688,Male,31-01-2000,19-04-2022,Vacation,Search engine,5,9,Promoters,Gym,Facility,Very good,4
689,Guest 00689,Male,24-02-1996,08-07-2021,Function,Television advertisement,2,6,Detractors,Staff attitude,Staff,Poor,1
690,Guest 00690,Male,24-04-1982,21-07-2020,Business,Organization,2,7,Passives,Check-in Process,Staff,Poor,1
691,Guest 00691,Male,11-12-1984,15-03-2022,Vacation,Search engine,1,3,Detractors,Room service,Room,Average,2
692,Guest 00692,Male,14-12-1961,30-08-2022,Business,Word of mouth,3,7,Passives,Room cleanliness,Room,Very good,4
693,Guest 00693,Male,28-11-1954,15-02-2022,Business,Organization,4,4,Detractors,Food quality,Restaurant,Good,3
694,Guest 00694,Female,16-06-1976,07-12-2021,Business,Organization,3,8,Passives,Variety of food,Restaurant,Average,2
695,Guest 00695,Male,06-03-1969,23-11-2020,Function,News paper,5,4,Detractors,Broadband & TV,Facility,Average,2
696,Guest 00696,Female,27-01-2004,16-02-2022,Business,Organization,2,9,Promoters,Gym,Facility,Excellent,5
697,Guest 00697,Female,22-10-1964,28-03-2020,Vacation,Search engine,2,7,Passives,Staff attitude,Staff,Excellent,5
698,Guest 00698,Male,23-11-2003,17-07-2020,Vacation,hotel booking sites,5,8,Passives,Check-in Process,Staff,Very good,4
699,Guest 00699,Male,10-09-1980,13-10-2020,Business,Organization,5,6,Detractors,Room service,Room,Very good,4
700,Guest 00700,Female,12-05-1956,26-07-2020,Business,Organization,5,7,Passives,Room cleanliness,Room,Very good,4
701,Guest 00701,Male,17-08-2004,05-09-2021,Vacation,hotel booking sites,4,7,Passives,Food quality,Restaurant,Excellent,5
702,Guest 00702,Male,23-05-1956,30-11-2022,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
703,Guest 00703,Female,13-07-1969,24-04-2020,Other,hotel booking sites,5,10,Promoters,Broadband & TV,Facility,Average,2
704,Guest 00704,Male,31-10-1987,09-03-2022,Vacation,hotel booking sites,3,9,Promoters,Gym,Facility,Poor,1
705,Guest 00705,Male,24-12-1992,21-10-2022,Function,Internet advertisement,2,4,Detractors,Staff attitude,Staff,Good,3
706,Guest 00706,Male,10-04-1968,19-01-2020,Function,Word of mouth,1,10,Promoters,Check-in Process,Staff,Very good,4
707,Guest 00707,Female,26-04-1983,02-03-2020,Vacation,hotel booking sites,4,7,Passives,Room service,Room,Poor,1
708,Guest 00708,Female,04-05-1955,01-06-2022,Other,Search engine,3,9,Promoters,Room cleanliness,Room,Poor,1
709,Guest 00709,Male,05-05-1985,24-04-2021,Function,Word of mouth,2,8,Passives,Food quality,Restaurant,Poor,1
710,Guest 00710,Female,08-02-1970,08-07-2022,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Average,2
711,Guest 00711,Male,27-09-1968,24-06-2022,Function,Word of mouth,3,4,Detractors,Broadband & TV,Facility,Excellent,5
712,Guest 00712,Male,19-02-1980,03-06-2021,Vacation,Organization,5,8,Passives,Gym,Facility,Average,2
713,Guest 00713,Female,08-01-1990,07-10-2020,Function,Word of mouth,3,6,Detractors,Staff attitude,Staff,Good,3
714,Guest 00714,Female,12-03-1993,13-08-2022,Business,Organization,4,9,Promoters,Check-in Process,Staff,Very good,4
715,Guest 00715,Female,25-01-2000,03-09-2021,Business,Organization,3,9,Promoters,Room service,Room,Excellent,5
716,Guest 00716,Male,21-07-2001,06-07-2022,Business,Organization,5,8,Passives,Room cleanliness,Room,Poor,1
717,Guest 00717,Male,24-04-1984,26-08-2022,Business,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
718,Guest 00718,Female,11-08-2006,28-06-2020,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Average,2
719,Guest 00719,Male,27-11-1998,30-10-2020,Vacation,News paper,3,4,Detractors,Broadband & TV,Facility,Poor,1
720,Guest 00720,Female,02-01-1996,13-10-2022,Vacation,Word of mouth,2,6,Detractors,Gym,Facility,Poor,1
721,Guest 00721,Male,08-02-1997,14-09-2021,Vacation,hotel booking sites,5,8,Passives,Staff attitude,Staff,Excellent,5
722,Guest 00722,Male,10-04-1998,22-01-2022,Function,Word of mouth,3,8,Passives,Check-in Process,Staff,Very good,4
723,Guest 00723,Male,31-12-1950,12-02-2021,Vacation,Word of mouth,1,9,Promoters,Room service,Room,Excellent,5
724,Guest 00724,Male,05-12-1988,07-04-2021,Business,Organization,4,9,Promoters,Room cleanliness,Room,Poor,1
725,Guest 00725,Female,10-11-1964,11-06-2021,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Good,3
726,Guest 00726,Male,15-04-1983,21-04-2020,Business,Organization,3,8,Passives,Variety of food,Restaurant,Average,2
727,Guest 00727,Female,19-11-1988,25-02-2022,Vacation,hotel booking sites,2,9,Promoters,Broadband & TV,Facility,Poor,1
728,Guest 00728,Male,12-08-2005,12-02-2022,Business,Organization,5,9,Promoters,Gym,Facility,Excellent,5
729,Guest 00729,Female,26-08-1964,29-02-2020,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
730,Guest 00730,Male,31-07-1967,03-04-2020,Vacation,hotel booking sites,5,5,Detractors,Check-in Process,Staff,Good,3
731,Guest 00731,Male,11-03-1977,06-12-2020,Business,Organization,4,9,Promoters,Room service,Room,Good,3
732,Guest 00732,Male,15-07-1965,04-07-2021,Vacation,Internet advertisement,3,7,Passives,Room cleanliness,Room,Excellent,5
733,Guest 00733,Male,01-01-1975,26-03-2020,Function,Television advertisement,4,4,Detractors,Food quality,Restaurant,Poor,1
734,Guest 00734,Female,01-02-1991,03-09-2020,Vacation,Word of mouth,5,9,Promoters,Variety of food,Restaurant,Poor,1
735,Guest 00735,Male,22-09-1955,01-06-2020,Business,Word of mouth,5,9,Promoters,Broadband & TV,Facility,Excellent,5
736,Guest 00736,Male,03-10-1985,01-08-2022,Business,Organization,2,3,Detractors,Gym,Facility,Poor,1
737,Guest 00737,Male,06-06-1958,16-12-2020,Business,Organization,5,9,Promoters,Staff attitude,Staff,Excellent,5
738,Guest 00738,Male,01-05-1954,15-02-2022,Vacation,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Very good,4
739,Guest 00739,Male,12-10-1995,24-05-2021,Vacation,Internet advertisement,5,10,Promoters,Room service,Room,Excellent,5
740,Guest 00740,Male,19-10-1991,18-12-2020,Business,Organization,1,8,Passives,Room cleanliness,Room,Poor,1
741,Guest 00741,Male,05-11-1997,12-02-2020,Business,Organization,4,6,Detractors,Food quality,Restaurant,Good,3
742,Guest 00742,Female,20-01-1995,28-06-2022,Business,Organization,5,6,Detractors,Variety of food,Restaurant,Average,2
743,Guest 00743,Female,21-03-1984,04-10-2021,Business,Organization,2,8,Passives,Broadband & TV,Facility,Excellent,5
744,Guest 00744,Female,20-08-2006,26-09-2022,Business,Organization,4,6,Detractors,Gym,Facility,Average,2
745,Guest 00745,Male,14-09-1951,08-12-2022,Vacation,Television advertisement,1,9,Promoters,Staff attitude,Staff,Very good,4
746,Guest 00746,Male,01-12-1986,11-08-2022,Other,Word of mouth,2,5,Detractors,Check-in Process,Staff,Excellent,5
747,Guest 00747,Male,14-07-1997,09-10-2020,Business,Search engine,3,9,Promoters,Room service,Room,Excellent,5
748,Guest 00748,Female,01-10-1992,08-02-2021,Business,Organization,3,9,Promoters,Room cleanliness,Room,Good,3
749,Guest 00749,Male,24-12-2002,13-05-2022,Vacation,News paper,1,6,Detractors,Food quality,Restaurant,Good,3
750,Guest 00750,Male,24-10-2001,16-06-2022,Business,Organization,3,9,Promoters,Variety of food,Restaurant,Excellent,5
751,Guest 00751,Male,14-04-1966,09-06-2022,Other,Search engine,5,9,Promoters,Broadband & TV,Facility,Excellent,5
752,Guest 00752,Male,03-07-1997,15-08-2021,Function,Organization,4,8,Passives,Gym,Facility,Very good,4
753,Guest 00753,Male,01-06-1954,04-06-2020,Other,hotel booking sites,1,3,Detractors,Staff attitude,Staff,Good,3
754,Guest 00754,Female,07-06-1961,28-03-2021,Business,Organization,4,7,Passives,Check-in Process,Staff,Very good,4
755,Guest 00755,Male,30-06-1974,25-06-2021,Business,Organization,5,4,Detractors,Room service,Room,Average,2
756,Guest 00756,Male,20-05-1998,19-09-2020,Vacation,Search engine,5,4,Detractors,Room cleanliness,Room,Good,3
757,Guest 00757,Male,01-05-1965,27-12-2021,Business,Organization,2,9,Promoters,Food quality,Restaurant,Excellent,5
758,Guest 00758,Female,14-07-1976,12-04-2020,Business,Organization,3,4,Detractors,Variety of food,Restaurant,Poor,1
759,Guest 00759,Male,26-01-1962,19-07-2020,Vacation,Television advertisement,4,10,Promoters,Broadband & TV,Facility,Very good,4
760,Guest 00760,Female,12-07-1955,11-09-2022,Business,Organization,1,8,Passives,Gym,Facility,Very good,4
761,Guest 00761,Male,30-12-1956,29-05-2020,Business,hotel booking sites,5,10,Promoters,Staff attitude,Staff,Very good,4
762,Guest 00762,Female,18-09-1963,07-10-2021,Vacation,hotel booking sites,2,9,Promoters,Check-in Process,Staff,Excellent,5
763,Guest 00763,Female,05-08-1991,19-12-2020,Vacation,Search engine,3,6,Detractors,Room service,Room,Good,3
764,Guest 00764,Female,26-11-1965,26-11-2022,Vacation,Word of mouth,4,8,Passives,Room cleanliness,Room,Very good,4
765,Guest 00765,Male,25-04-1983,02-09-2021,Business,Organization,4,4,Detractors,Food quality,Restaurant,Excellent,5
766,Guest 00766,Female,06-03-1988,22-02-2020,Business,Organization,4,3,Detractors,Variety of food,Restaurant,Poor,1
767,Guest 00767,Male,17-02-1976,07-06-2021,Function,Word of mouth,3,9,Promoters,Broadband & TV,Facility,Good,3
768,Guest 00768,Male,21-03-2004,11-11-2022,Business,Organization,5,9,Promoters,Gym,Facility,Very good,4
769,Guest 00769,Male,17-08-1974,28-12-2022,Vacation,Word of mouth,3,6,Detractors,Staff attitude,Staff,Average,2
770,Guest 00770,Female,04-05-2000,07-09-2020,Business,Organization,4,10,Promoters,Check-in Process,Staff,Good,3
771,Guest 00771,Female,15-11-1988,10-05-2021,Vacation,Search engine,2,7,Passives,Room service,Room,Excellent,5
772,Guest 00772,Male,13-12-1966,08-07-2022,Business,Internet advertisement,3,10,Promoters,Room cleanliness,Room,Poor,1
773,Guest 00773,Male,27-06-1964,08-11-2020,Business,Organization,2,3,Detractors,Food quality,Restaurant,Good,3
774,Guest 00774,Male,18-06-1994,22-11-2021,Function,Word of mouth,2,6,Detractors,Variety of food,Restaurant,Poor,1
775,Guest 00775,Male,01-03-1968,07-07-2021,Other,Word of mouth,5,8,Passives,Broadband & TV,Facility,Excellent,5
776,Guest 00776,Male,27-05-1993,04-09-2020,Vacation,Search engine,4,6,Detractors,Gym,Facility,Very good,4
777,Guest 00777,Female,03-03-1967,08-12-2021,Vacation,Search engine,5,9,Promoters,Staff attitude,Staff,Very good,4
778,Guest 00778,Female,13-07-2003,28-08-2020,Vacation,hotel booking sites,5,8,Passives,Check-in Process,Staff,Average,2
779,Guest 00779,Female,17-10-1999,01-09-2020,Vacation,Internet advertisement,5,8,Passives,Room service,Room,Good,3
780,Guest 00780,Male,12-02-1980,25-03-2020,Vacation,hotel booking sites,1,9,Promoters,Room cleanliness,Room,Very good,4
781,Guest 00781,Female,31-07-1974,28-10-2021,Function,News paper,5,10,Promoters,Food quality,Restaurant,Poor,1
782,Guest 00782,Male,27-07-1999,26-09-2020,Vacation,hotel booking sites,5,9,Promoters,Variety of food,Restaurant,Excellent,5
783,Guest 00783,Male,15-09-1973,03-11-2022,Vacation,Word of mouth,4,6,Detractors,Broadband & TV,Facility,Very good,4
784,Guest 00784,Male,29-11-1975,30-01-2021,Business,Organization,4,10,Promoters,Gym,Facility,Good,3
785,Guest 00785,Female,22-10-2002,22-11-2022,Function,News paper,1,4,Detractors,Staff attitude,Staff,Very good,4
786,Guest 00786,Male,21-12-1991,12-08-2022,Business,Organization,5,7,Passives,Check-in Process,Staff,Very good,4
787,Guest 00787,Male,10-06-1993,13-05-2021,Business,Organization,3,4,Detractors,Room service,Room,Excellent,5
788,Guest 00788,Female,10-04-1993,17-07-2022,Function,Word of mouth,1,9,Promoters,Room cleanliness,Room,Average,2
789,Guest 00789,Female,17-10-1962,28-05-2022,Vacation,hotel booking sites,5,6,Detractors,Food quality,Restaurant,Average,2
790,Guest 00790,Female,25-05-1970,22-02-2020,Other,hotel booking sites,1,9,Promoters,Variety of food,Restaurant,Excellent,5
791,Guest 00791,Female,22-03-1994,28-03-2022,Vacation,Internet advertisement,2,10,Promoters,Broadband & TV,Facility,Excellent,5
792,Guest 00792,Female,21-05-1966,02-02-2022,Vacation,Search engine,3,9,Promoters,Gym,Facility,Very good,4
793,Guest 00793,Female,13-03-1982,24-03-2021,Vacation,Organization,4,9,Promoters,Staff attitude,Staff,Very good,4
794,Guest 00794,Female,12-12-1951,02-11-2022,Vacation,Search engine,5,6,Detractors,Check-in Process,Staff,Excellent,5
795,Guest 00795,Male,23-05-1954,06-03-2020,Vacation,Internet advertisement,2,10,Promoters,Room service,Room,Poor,1
796,Guest 00796,Male,12-06-1971,11-09-2020,Function,Internet advertisement,5,4,Detractors,Room cleanliness,Room,Good,3
797,Guest 00797,Male,17-08-1981,28-09-2020,Vacation,Word of mouth,1,9,Promoters,Food quality,Restaurant,Poor,1
798,Guest 00798,Male,26-04-1960,08-03-2021,Vacation,Word of mouth,4,10,Promoters,Variety of food,Restaurant,Average,2
799,Guest 00799,Female,29-03-1996,15-09-2022,Vacation,Internet advertisement,1,4,Detractors,Broadband & TV,Facility,Poor,1
800,Guest 00800,Male,19-09-2001,18-03-2021,Function,Television advertisement,5,6,Detractors,Gym,Facility,Excellent,5
801,Guest 00801,Male,02-03-1982,26-05-2020,Business,Organization,5,9,Promoters,Staff attitude,Staff,Poor,1
802,Guest 00802,Female,09-05-2005,21-05-2022,Vacation,Search engine,1,9,Promoters,Check-in Process,Staff,Good,3
803,Guest 00803,Male,04-11-1956,16-11-2022,Function,News paper,5,5,Detractors,Room service,Room,Excellent,5
804,Guest 00804,Female,31-03-1956,18-09-2021,Business,Organization,2,4,Detractors,Room cleanliness,Room,Excellent,5
805,Guest 00805,Male,17-02-1991,15-01-2022,Other,Search engine,1,6,Detractors,Food quality,Restaurant,Excellent,5
806,Guest 00806,Male,14-11-1995,13-10-2022,Business,hotel booking sites,5,10,Promoters,Variety of food,Restaurant,Average,2
807,Guest 00807,Male,09-02-2006,05-06-2022,Business,Organization,5,8,Passives,Broadband & TV,Facility,Very good,4
